2025-03-28 02:14:13,086 - db_utils - INFO - Database initialized successfully
2025-03-28 02:14:13,092 - db_utils - INFO - Added state: CA - California
2025-03-28 02:14:13,096 - db_utils - INFO - Added state: NY - New York
2025-03-28 02:14:13,101 - db_utils - INFO - Added state: TX - Texas
2025-03-28 02:14:13,107 - db_utils - INFO - Added state: FL - Florida
2025-03-28 02:14:13,112 - db_utils - INFO - Added state: IL - Illinois
2025-03-28 02:14:13,117 - db_utils - INFO - Added state: PA - Pennsylvania
2025-03-28 02:14:13,122 - db_utils - INFO - Added state: OH - Ohio
2025-03-28 02:14:13,127 - db_utils - INFO - Added state: GA - Georgia
2025-03-28 02:14:13,132 - db_utils - INFO - Added state: NC - North Carolina
2025-03-28 02:14:13,139 - db_utils - INFO - Added state: MI - Michigan
2025-03-28 02:14:13,144 - db_utils - INFO - Added place: CA_SF - San Francisco (CA)
2025-03-28 02:14:13,149 - db_utils - INFO - Added place: CA_LA - Los Angeles (CA)
2025-03-28 02:14:13,156 - db_utils - INFO - Added place: CA_SD - San Diego (CA)
2025-03-28 02:14:13,162 - db_utils - INFO - Added place: CA_SJ - San Jose (CA)
2025-03-28 02:14:13,167 - db_utils - INFO - Added place: NY_NYC - New York City (NY)
2025-03-28 02:14:13,172 - db_utils - INFO - Added place: NY_BUF - Buffalo (NY)
2025-03-28 02:14:13,177 - db_utils - INFO - Added place: NY_ALB - Albany (NY)
2025-03-28 02:14:13,181 - db_utils - INFO - Added place: TX_HOU - Houston (TX)
2025-03-28 02:14:13,187 - db_utils - INFO - Added place: TX_DAL - Dallas (TX)
2025-03-28 02:14:13,193 - db_utils - INFO - Added place: TX_AUS - Austin (TX)
2025-03-28 02:14:13,198 - db_utils - INFO - Added place: FL_MIA - Miami (FL)
2025-03-28 02:14:13,203 - db_utils - INFO - Added place: FL_ORL - Orlando (FL)
2025-03-28 02:14:13,209 - db_utils - INFO - Added place: FL_TPA - Tampa (FL)
2025-03-28 02:14:13,214 - db_utils - INFO - Added place: IL_CHI - Chicago (IL)
2025-03-28 02:14:13,219 - db_utils - INFO - Added place: IL_AUR - Aurora (IL)
2025-03-28 02:14:13,225 - db_utils - INFO - Added place: PA_PHI - Philadelphia (PA)
2025-03-28 02:14:13,230 - db_utils - INFO - Added place: PA_PIT - Pittsburgh (PA)
2025-03-28 02:14:13,236 - db_utils - INFO - Added place: OH_COL - Columbus (OH)
2025-03-28 02:14:13,242 - db_utils - INFO - Added place: OH_CLE - Cleveland (OH)
2025-03-28 02:14:13,247 - db_utils - INFO - Added place: GA_ATL - Atlanta (GA)
2025-03-28 02:14:13,253 - db_utils - INFO - Added place: GA_AUG - Augusta (GA)
2025-03-28 02:14:13,261 - db_utils - INFO - Added place: NC_CHA - Charlotte (NC)
2025-03-28 02:14:13,268 - db_utils - INFO - Added place: NC_RAL - Raleigh (NC)
2025-03-28 02:14:13,276 - db_utils - INFO - Added place: MI_DET - Detroit (MI)
2025-03-28 02:14:13,283 - db_utils - INFO - Added place: MI_GRA - Grand Rapids (MI)
2025-03-28 02:14:13,296 - db_utils - INFO - Added document: doc000001 (CA, CA_SF)
2025-03-28 02:14:13,308 - db_utils - INFO - Added document: doc000002 (CA, CA_SF)
2025-03-28 02:14:13,317 - db_utils - INFO - Added document: doc000003 (CA, CA_SF)
2025-03-28 02:14:13,328 - db_utils - INFO - Added document: doc000004 (CA, CA_SF)
2025-03-28 02:14:13,342 - db_utils - INFO - Added document: doc000005 (CA, CA_SF)
2025-03-28 02:14:13,354 - db_utils - INFO - Added document: doc000006 (CA, CA_SF)
2025-03-28 02:14:13,366 - db_utils - INFO - Added document: doc000007 (CA, CA_SF)
2025-03-28 02:14:13,382 - db_utils - INFO - Added document: doc000008 (CA, CA_SF)
2025-03-28 02:14:13,398 - db_utils - INFO - Added document: doc000009 (CA, CA_SF)
2025-03-28 02:14:13,411 - db_utils - INFO - Added document: doc000010 (CA, CA_SF)
2025-03-28 02:14:13,423 - db_utils - INFO - Added document: doc000011 (CA, CA_SF)
2025-03-28 02:14:13,434 - db_utils - INFO - Added document: doc000012 (CA, CA_SF)
2025-03-28 02:14:13,449 - db_utils - INFO - Added document: doc000013 (CA, CA_SF)
2025-03-28 02:14:13,461 - db_utils - INFO - Added document: doc000014 (CA, CA_SF)
2025-03-28 02:14:13,475 - db_utils - INFO - Added document: doc000015 (CA, CA_SF)
2025-03-28 02:14:13,489 - db_utils - INFO - Added document: doc000016 (CA, CA_SF)
2025-03-28 02:14:13,499 - db_utils - INFO - Added document: doc000017 (CA, CA_SF)
2025-03-28 02:14:13,510 - db_utils - INFO - Added document: doc000018 (CA, CA_SF)
2025-03-28 02:14:13,520 - db_utils - INFO - Added document: doc000019 (CA, CA_SF)
2025-03-28 02:14:13,531 - db_utils - INFO - Added document: doc000020 (CA, CA_SF)
2025-03-28 02:14:13,542 - db_utils - INFO - Added document: doc000021 (CA, CA_SF)
2025-03-28 02:14:13,552 - db_utils - INFO - Added document: doc000022 (CA, CA_SF)
2025-03-28 02:14:13,564 - db_utils - INFO - Added document: doc000023 (CA, CA_SF)
2025-03-28 02:14:13,576 - db_utils - INFO - Added document: doc000024 (CA, CA_SF)
2025-03-28 02:14:13,583 - db_utils - INFO - Added document: doc000025 (CA, CA_SF)
2025-03-28 02:14:13,592 - db_utils - INFO - Added document: doc000026 (CA, CA_SF)
2025-03-28 02:14:13,598 - db_utils - INFO - Added document: doc000027 (CA, CA_SF)
2025-03-28 02:14:13,606 - db_utils - INFO - Added document: doc000028 (CA, CA_SF)
2025-03-28 02:14:13,614 - db_utils - INFO - Added document: doc000029 (CA, CA_SF)
2025-03-28 02:14:13,620 - db_utils - INFO - Added document: doc000030 (CA, CA_SF)
2025-03-28 02:14:13,627 - db_utils - INFO - Added document: doc000031 (CA, CA_SF)
2025-03-28 02:14:13,634 - db_utils - INFO - Added document: doc000032 (CA, CA_SF)
2025-03-28 02:14:13,641 - db_utils - INFO - Added document: doc000033 (CA, CA_SF)
2025-03-28 02:14:13,647 - db_utils - INFO - Added document: doc000034 (CA, CA_SF)
2025-03-28 02:14:13,655 - db_utils - INFO - Added document: doc000035 (CA, CA_SF)
2025-03-28 02:14:13,663 - db_utils - INFO - Added document: doc000036 (CA, CA_SF)
2025-03-28 02:14:13,671 - db_utils - INFO - Added document: doc000037 (CA, CA_SF)
2025-03-28 02:14:13,678 - db_utils - INFO - Added document: doc000038 (CA, CA_SF)
2025-03-28 02:14:13,684 - db_utils - INFO - Added document: doc000039 (CA, CA_SF)
2025-03-28 02:14:13,693 - db_utils - INFO - Added document: doc000040 (CA, CA_SF)
2025-03-28 02:14:13,700 - db_utils - INFO - Added document: doc000041 (CA, CA_SF)
2025-03-28 02:14:13,708 - db_utils - INFO - Added document: doc000042 (CA, CA_SF)
2025-03-28 02:14:13,714 - db_utils - INFO - Added document: doc000043 (CA, CA_SF)
2025-03-28 02:14:13,721 - db_utils - INFO - Added document: doc000044 (CA, CA_SF)
2025-03-28 02:14:13,728 - db_utils - INFO - Added document: doc000045 (CA, CA_SF)
2025-03-28 02:14:13,735 - db_utils - INFO - Added document: doc000046 (CA, CA_SF)
2025-03-28 02:14:13,743 - db_utils - INFO - Added document: doc000047 (CA, CA_SF)
2025-03-28 02:14:13,753 - db_utils - INFO - Added document: doc000048 (CA, CA_SF)
2025-03-28 02:14:13,763 - db_utils - INFO - Added document: doc000049 (CA, CA_SF)
2025-03-28 02:14:13,778 - db_utils - INFO - Added document: doc000050 (CA, CA_SF)
2025-03-28 02:14:13,791 - db_utils - INFO - Added document: doc000051 (CA, CA_LA)
2025-03-28 02:14:13,802 - db_utils - INFO - Added document: doc000052 (CA, CA_LA)
2025-03-28 02:14:13,813 - db_utils - INFO - Added document: doc000053 (CA, CA_LA)
2025-03-28 02:14:13,825 - db_utils - INFO - Added document: doc000054 (CA, CA_LA)
